Date,Province,Daily_Case,Daily_Death,Daily_Recovered,Active_Case,Cumulative_Case,Cumulative_Recovered,Cumulative_Death,Cumulative_Active_Case
2021-04-13,BALI,150,6,120,24,42053,39150,1218,1685
2021-04-14,BALI,121,2,66,53,42174,39216,1220,1738
2021-04-15,BALI,202,5,143,54,42376,39359,1225,1792
2021-04-16,BALI,211,4,294,-87,42587,39653,1229,1705
2021-04-17,BALI,169,11,180,-22,42756,39833,1240,1683
2021-04-18,BALI,172,8,212,-48,42928,40045,1248,1635
2021-04-19,BALI,154,10,231,-87,43082,40276,1258,1548
2021-04-20,BALI,207,10,231,-34,43289,40507,1268,1514
2021-04-21,BALI,196,9,153,34,43485,40660,1277,1548
2021-04-22,BALI,168,8,232,-72,43653,40892,1285,1476
2021-04-23,BALI,138,8,124,6,43791,41016,1293,1482
2021-04-24,BALI,124,1,76,47,43915,41092,1294,1529
2021-04-25,BALI,66,5,87,-26,43981,41179,1299,1503
2021-04-26,BALI,105,8,182,-85,44086,41361,1307,1418
2021-04-27,BALI,150,8,113,29,44236,41474,1315,1447
2021-04-28,BALI,166,10,139,17,44402,41613,1325,1464
2021-04-29,BALI,132,5,207,-80,44534,41820,1330,1384
2021-04-30,BALI,137,6,147,-16,44671,41967,1336,1368
2021-05-01,BALI,142,10,165,-33,44813,42132,1346,1335
2021-05-02,BALI,86,5,61,20,44899,42193,1351,1355
2021-05-03,BALI,105,9,131,-35,45004,42324,1360,1320
2021-05-04,BALI,150,9,123,18,45154,42447,1369,1338
2021-05-05,BALI,128,9,126,-7,45282,42573,1378,1331
2021-05-06,BALI,146,11,156,-21,45428,42729,1389,1310
2021-05-07,BALI,114,5,150,-41,45542,42879,1394,1269
2021-05-08,BALI,113,8,130,-25,45655,43009,1402,1244
2021-05-09,BALI,103,5,103,-5,45758,43112,1407,1239
2021-05-10,BALI,74,9,134,-69,45832,43246,1416,1170
2021-05-11,BALI,101,9,90,2,45933,43336,1425,1172
2021-05-12,BALI,97,6,120,-29,46030,43456,1431,1143
2021-05-13,BALI,94,4,88,2,46124,43544,1435,1145
2021-05-14,BALI,47,4,98,-55,46171,43642,1439,1090
2021-05-15,BALI,45,3,121,-79,46216,43763,1442,1011
2021-05-16,BALI,74,4,52,18,46290,43815,1446,1029
2021-05-17,BALI,74,5,135,-66,46364,43950,1451,963
2021-05-18,BALI,79,4,114,-39,46443,44064,1455,924
2021-05-19,BALI,112,8,125,-21,46555,44189,1463,903
2021-05-20,BALI,83,4,94,-15,46638,44283,1467,888
2021-05-21,BALI,100,1,185,-86,46738,44468,1468,802
2021-05-22,BALI,50,5,83,-38,46788,44551,1473,764
2021-05-23,BALI,68,2,48,18,46856,44599,1475,782
2021-05-24,BALI,62,1,70,-9,46918,44669,1476,773
2021-05-25,BALI,55,5,83,-33,46973,44752,1481,740
2021-05-26,BALI,59,5,41,13,47032,44793,1486,753
2021-05-27,BALI,31,5,74,-48,47063,44867,1491,705
2021-05-28,BALI,61,6,69,-14,47124,44936,1497,691
2021-05-29,BALI,49,2,72,-25,47173,45008,1499,666
2021-05-30,BALI,42,2,42,-2,47215,45050,1501,664
2021-05-31,BALI,44,3,94,-53,47259,45144,1504,611
2021-06-01,BALI,28,0,32,-4,47287,45176,1504,607
2021-06-02,BALI,33,1,72,-40,47320,45248,1505,567
2021-06-03,BALI,46,0,70,-24,47366,45318,1505,543
2021-06-04,BALI,51,3,75,-27,47417,45393,1508,516
2021-06-05,BALI,28,0,44,-16,47445,45437,1508,500
2021-06-06,BALI,27,1,53,-27,47472,45490,1509,473
2021-06-07,BALI,36,0,45,-9,47508,45535,1509,464
2021-06-08,BALI,36,5,40,-9,47544,45575,1514,455
2021-06-09,BALI,37,0,55,-18,47581,45630,1514,437
2021-06-10,BALI,61,1,58,2,47642,45688,1515,439
2021-06-11,BALI,46,2,60,-16,47688,45748,1517,423
2021-06-12,BALI,22,3,35,-16,47710,45783,1520,407
2021-06-13,BALI,44,3,42,-1,47754,45825,1523,406
2021-06-14,BALI,48,2,58,-12,47802,45883,1525,394
2021-06-15,BALI,55,2,30,23,47857,45913,1527,417
2021-06-16,BALI,67,0,24,43,47924,45937,1527,460
2021-06-17,BALI,65,1,39,25,47989,45976,1528,485
2021-06-18,BALI,95,3,52,40,48084,46028,1531,525
2021-06-19,BALI,155,2,40,113,48239,46068,1533,638
2021-06-20,BALI,106,2,37,67,48345,46105,1535,705
2021-06-21,BALI,90,1,50,39,48435,46155,1536,744
2021-06-22,BALI,127,3,2,122,48562,46157,1539,866
2021-06-23,BALI,189,4,23,162,48751,46180,1543,1028
2021-06-24,BALI,181,2,70,109,48932,46250,1545,1137
2021-06-25,BALI,195,2,65,128,49127,46315,1547,1265
2021-06-26,BALI,246,3,86,157,49373,46401,1550,1422
2021-06-27,BALI,174,4,72,98,49547,46473,1554,1520
2021-06-28,BALI,212,5,151,56,49759,46624,1559,1576
2021-06-29,BALI,238,1,101,136,49997,46725,1560,1712
2021-06-30,BALI,221,0,112,109,50218,46837,1560,1821
2021-07-01,BALI,311,9,116,186,50529,46953,1569,2007
2021-07-02,BALI,343,8,175,160,50872,47128,1577,2167
2021-07-03,BALI,272,4,173,95,51144,47301,1581,2262
2021-07-04,BALI,355,4,131,220,51499,47432,1585,2482
2021-07-05,BALI,401,7,207,187,51900,47639,1592,2669
2021-07-06,BALI,424,5,268,151,52324,47907,1597,2820
2021-07-07,BALI,504,8,209,287,52828,48116,1605,3107
2021-07-08,BALI,577,7,265,305,53405,48381,1612,3412
2021-07-09,BALI,674,6,287,381,54079,48668,1618,3793
2021-07-10,BALI,678,7,236,435,54757,48904,1625,4228
2021-07-11,BALI,561,9,293,259,55318,49197,1634,4487
2021-07-12,BALI,656,14,315,327,55974,49512,1648,4814
2021-07-13,BALI,723,21,358,344,56697,49870,1669,5158
2021-07-14,BALI,791,21,314,456,57488,50184,1690,5614
2021-07-15,BALI,843,14,418,411,58331,50602,1704,6025
2021-07-16,BALI,885,21,475,389,59216,51077,1725,6414
2021-07-17,BALI,1019,23,529,467,60235,51606,1748,6881
2021-07-18,BALI,944,21,465,458,61179,52071,1769,7339
2021-07-19,BALI,837,25,617,195,62016,52688,1794,7534
2021-07-20,BALI,880,23,533,324,62896,53221,1817,7858
2021-07-21,BALI,1111,23,658,430,64007,53879,1840,8288
2021-07-22,BALI,1250,33,652,565,65257,54531,1873,8853
2021-07-23,BALI,1407,32,685,690,66664,55216,1905,9543
2021-07-24,BALI,1057,25,696,336,67721,55912,1930,9879
2021-07-25,BALI,990,27,696,267,68711,56608,1957,10146
2021-07-26,BALI,1078,26,802,250,69789,57410,1983,10396
2021-07-27,BALI,1314,33,829,452,71103,58239,2016,10848
2021-07-28,BALI,1452,44,954,454,72555,59193,2060,11302
2021-07-29,BALI,1119,20,614,485,73674,59807,2080,11787
2021-07-30,BALI,1365,37,810,518,75039,60617,2117,12305
2021-07-31,BALI,1280,34,908,338,76319,61525,2151,12643
2021-08-01,BALI,1146,33,839,274,77465,62364,2184,12917
2021-08-02,BALI,1044,47,766,231,78509,63130,2231,13148
2021-08-03,BALI,1408,38,937,433,79917,64067,2269,13581
2021-08-04,BALI,1362,37,1075,250,81279,65142,2306,13831
2021-08-05,BALI,1470,25,1235,210,82749,66377,2331,14041
2021-08-06,BALI,1239,46,1510,-317,83988,67887,2377,13724
2021-08-07,BALI,1027,39,1254,-266,85015,69141,2416,13458
2021-08-08,BALI,1184,25,1279,-120,86199,70420,2441,13338
2021-08-09,BALI,1018,40,1123,-145,87217,71543,2481,13193
2021-08-10,BALI,1411,36,1576,-201,88628,73119,2517,12992
2021-08-11,BALI,1270,27,1142,101,89898,74261,2544,13093
2021-08-12,BALI,1353,35,1557,-239,91251,75818,2579,12854
2021-08-13,BALI,1910,51,2124,-265,93161,77942,2630,12589
2021-08-14,BALI,1795,36,1642,117,94956,79584,2666,12706
2021-08-15,BALI,1071,43,2046,-1018,96027,81630,2709,11688
2021-08-16,BALI,888,48,961,-121,96915,82591,2757,11567
2021-08-17,BALI,988,48,1037,-97,97903,83628,2805,11470
2021-08-18,BALI,734,66,1154,-486,98637,84782,2871,10984
2020-03-22,PAPUA,2,0,0,2,2,0,0,2
2020-03-23,PAPUA,0,0,0,0,2,0,0,2
2020-03-24,PAPUA,0,0,0,0,2,0,0,2
2020-03-25,PAPUA,0,0,0,0,2,0,0,2
2020-03-26,PAPUA,4,0,0,4,6,0,0,6
2020-03-27,PAPUA,0,0,0,0,6,0,0,6
2020-03-28,PAPUA,0,0,0,0,6,0,0,6
2020-03-29,PAPUA,2,0,0,2,8,0,0,8
2020-03-30,PAPUA,0,0,0,0,8,0,0,8
2020-03-31,PAPUA,1,0,1,0,9,1,0,8
2020-04-01,PAPUA,0,0,1,-1,9,2,0,7
2020-04-02,PAPUA,0,0,1,-1,9,3,0,6
2020-04-03,PAPUA,6,1,0,5,15,3,1,11
2020-04-04,PAPUA,2,0,1,1,17,4,1,12
2020-04-05,PAPUA,8,0,0,8,25,4,1,20
2020-04-06,PAPUA,0,1,0,-1,25,4,2,19
2020-04-07,PAPUA,0,1,0,-1,25,4,3,18
2020-04-08,PAPUA,11,0,0,11,36,4,3,29
2020-04-09,PAPUA,0,0,0,0,36,4,3,29
2020-04-10,PAPUA,0,1,1,-2,36,5,4,27
2020-04-11,PAPUA,24,0,2,22,60,7,4,49
2020-04-12,PAPUA,1,0,2,-1,61,9,4,48
2020-04-13,PAPUA,6,0,0,6,67,9,4,54
2020-04-14,PAPUA,0,0,0,0,67,9,4,54
2020-04-15,PAPUA,7,0,0,7,74,9,4,61
2020-04-16,PAPUA,6,2,5,-1,80,14,6,60
2020-04-17,PAPUA,9,0,0,9,89,14,6,69
2020-04-18,PAPUA,6,0,0,6,95,14,6,75
2020-04-19,PAPUA,12,0,0,12,107,14,6,87
2020-04-20,PAPUA,0,0,14,-14,107,28,6,73
2020-04-21,PAPUA,11,0,4,7,118,32,6,80
2020-04-22,PAPUA,5,0,0,5,123,32,6,85
2020-04-23,PAPUA,7,0,0,7,130,32,6,92
2020-04-24,PAPUA,6,0,0,6,136,32,6,98
2020-04-25,PAPUA,0,0,0,0,136,32,6,98
2020-04-26,PAPUA,5,0,0,5,141,32,6,103
2020-04-27,PAPUA,10,0,0,10,151,32,6,113
2020-04-28,PAPUA,26,0,16,10,177,48,6,123
2020-04-29,PAPUA,12,0,0,12,189,48,6,135
2020-04-30,PAPUA,16,0,0,16,205,48,6,151
2020-05-01,PAPUA,5,0,1,4,210,49,6,155
2020-05-02,PAPUA,29,0,0,29,239,49,6,184
2020-05-03,PAPUA,0,0,0,0,239,49,6,184
2020-05-04,PAPUA,0,0,0,0,239,49,6,184
2020-05-05,PAPUA,6,0,0,6,245,49,6,190
2020-05-06,PAPUA,1,0,0,1,246,49,6,191
2020-05-07,PAPUA,4,0,0,4,250,49,6,195
2020-05-08,PAPUA,13,0,0,13,263,49,6,208
2020-05-09,PAPUA,12,0,0,12,275,49,6,220
2020-05-10,PAPUA,30,0,0,30,305,49,6,250
2020-05-11,PAPUA,0,0,0,0,305,49,6,250
2020-05-12,PAPUA,16,0,0,16,321,49,6,266
2020-05-13,PAPUA,5,0,0,5,326,49,6,271
2020-05-14,PAPUA,4,0,0,4,330,49,6,275
2020-05-15,PAPUA,3,0,0,3,333,49,6,278
2020-05-16,PAPUA,15,0,0,15,348,49,6,293
2020-05-17,PAPUA,33,0,0,33,381,49,6,326
2020-05-18,PAPUA,0,0,0,0,381,49,6,326
2020-05-19,PAPUA,6,0,0,6,387,49,6,332
2020-05-20,PAPUA,20,0,0,20,407,49,6,352
2020-05-21,PAPUA,1,0,0,1,408,49,6,353
2020-05-22,PAPUA,27,0,0,27,435,49,6,380
2020-05-23,PAPUA,56,0,0,56,491,49,6,436
2020-05-24,PAPUA,62,0,0,62,553,49,6,498
2020-05-25,PAPUA,9,0,20,-11,562,69,6,487
2020-05-26,PAPUA,0,0,0,0,562,69,6,487
2020-05-27,PAPUA,14,0,0,14,576,69,6,501
2020-05-28,PAPUA,4,0,0,4,580,69,6,505
2020-05-29,PAPUA,56,0,0,56,636,69,6,561
2020-05-30,PAPUA,18,0,0,18,654,69,6,579
2020-05-31,PAPUA,17,0,0,17,671,69,6,596
2020-06-01,PAPUA,41,0,0,41,712,69,6,637
2020-06-02,PAPUA,99,1,10,88,811,79,7,725
2020-06-03,PAPUA,46,0,0,46,857,79,7,771
2020-06-04,PAPUA,17,0,0,17,874,79,7,788
2020-06-05,PAPUA,42,0,0,42,916,79,7,830
2020-06-06,PAPUA,86,0,0,86,1002,79,7,916
2020-06-07,PAPUA,54,0,0,54,1056,79,7,970
2020-06-08,PAPUA,22,0,0,22,1078,79,7,992
2020-06-09,PAPUA,16,0,0,16,1094,79,7,1008
2020-06-10,PAPUA,28,0,0,28,1122,79,7,1036
2020-06-11,PAPUA,19,0,0,19,1141,79,7,1055
2020-06-12,PAPUA,31,0,0,31,1172,79,7,1086
2020-06-13,PAPUA,42,0,0,42,1214,79,7,1128
2020-06-14,PAPUA,12,0,50,-38,1226,129,7,1090
2020-06-15,PAPUA,0,0,63,-63,1226,192,7,1027
2020-06-16,PAPUA,29,0,103,-74,1255,295,7,953
2020-06-17,PAPUA,29,0,3,26,1284,298,7,979
2020-06-18,PAPUA,38,0,0,38,1322,298,7,1017
2020-06-19,PAPUA,18,0,0,18,1340,298,7,1035
2020-06-20,PAPUA,12,0,0,12,1352,298,7,1047
2020-06-21,PAPUA,49,0,0,49,1401,298,7,1096
2020-06-22,PAPUA,11,0,0,11,1412,298,7,1107
2020-06-23,PAPUA,49,0,0,49,1461,298,7,1156
2020-06-24,PAPUA,55,0,0,55,1516,298,7,1211
2020-06-25,PAPUA,56,0,0,56,1572,298,7,1267
2020-06-26,PAPUA,17,0,0,17,1589,298,7,1284
2020-06-27,PAPUA,35,0,0,35,1624,298,7,1319
2020-06-28,PAPUA,25,0,337,-312,1649,635,7,1007
2020-06-29,PAPUA,2,0,105,-103,1651,740,7,904
2020-06-30,PAPUA,62,8,119,-65,1713,859,15,839
2020-07-01,PAPUA,94,0,14,80,1807,873,15,919
2020-07-02,PAPUA,70,1,0,69,1877,873,16,988
2020-07-03,PAPUA,23,0,10,13,1900,883,16,1001
2020-07-04,PAPUA,38,0,0,38,1938,883,16,1039
2020-07-05,PAPUA,36,0,0,36,1974,883,16,1075
2020-07-06,PAPUA,7,2,48,-43,1981,931,18,1032
2020-07-07,PAPUA,30,1,35,-6,2011,966,19,1026
2020-07-08,PAPUA,18,1,23,-6,2029,989,20,1020
2020-07-09,PAPUA,28,0,57,-29,2057,1046,20,991
2020-07-10,PAPUA,85,0,16,69,2142,1062,20,1060
2020-07-11,PAPUA,28,0,19,9,2170,1081,20,1069
2020-07-12,PAPUA,67,2,7,58,2237,1088,22,1127
2020-07-13,PAPUA,101,0,9,92,2338,1097,22,1219
2020-07-14,PAPUA,1,0,2,-1,2339,1099,22,1218
2020-07-15,PAPUA,68,3,59,6,2407,1158,25,1224
2020-07-16,PAPUA,55,1,9,45,2462,1167,26,1269
2020-07-17,PAPUA,21,0,35,-14,2483,1202,26,1255
2020-07-18,PAPUA,58,0,11,47,2541,1213,26,1302
2020-07-19,PAPUA,50,1,13,36,2591,1226,27,1338
2020-07-20,PAPUA,41,0,10,31,2632,1236,27,1369
2020-07-21,PAPUA,9,3,7,-1,2641,1243,30,1368
2020-07-22,PAPUA,32,0,13,19,2673,1256,30,1387
2020-07-23,PAPUA,46,0,4,42,2719,1260,30,1429
2020-07-24,PAPUA,68,0,2,66,2787,1262,30,1495
2020-07-25,PAPUA,42,2,52,-12,2829,1314,32,1483
2020-07-26,PAPUA,57,0,8,49,2886,1322,32,1532
2020-07-27,PAPUA,56,0,16,40,2942,1338,32,1572
2020-07-28,PAPUA,19,0,9,10,2961,1347,32,1582
2020-07-29,PAPUA,27,0,17,10,2988,1364,32,1592
2020-07-30,PAPUA,33,0,14,19,3021,1378,32,1611
2020-07-31,PAPUA,38,0,0,38,3059,1378,32,1649
2020-08-01,PAPUA,28,0,0,28,3087,1378,32,1677
2020-08-02,PAPUA,27,1,22,4,3114,1400,33,1681
2020-08-03,PAPUA,0,0,0,0,3114,1400,33,1681
2020-08-04,PAPUA,50,0,47,3,3164,1447,33,1684
2020-08-05,PAPUA,11,0,27,-16,3175,1474,33,1668
2020-08-06,PAPUA,17,1,49,-33,3192,1523,34,1635
2020-08-07,PAPUA,22,0,223,-201,3214,1746,34,1434
2020-08-08,PAPUA,0,1,0,-1,3214,1746,35,1433
2020-08-09,PAPUA,43,0,106,-63,3257,1852,35,1370
2020-08-10,PAPUA,21,0,30,-9,3278,1882,35,1361
2020-08-11,PAPUA,1,0,56,-55,3279,1938,35,1306
2020-08-12,PAPUA,26,0,15,11,3305,1953,35,1317
2020-08-13,PAPUA,31,0,9,22,3336,1962,35,1339
2020-08-14,PAPUA,9,0,3,6,3345,1965,35,1345
2020-08-15,PAPUA,0,0,36,-36,3345,2001,35,1309
2020-08-16,PAPUA,77,1,20,56,3422,2021,36,1365
2020-08-17,PAPUA,10,0,4,6,3432,2025,36,1371
2020-08-18,PAPUA,0,0,0,0,3432,2025,36,1371
2020-08-19,PAPUA,21,2,6,13,3453,2031,38,1384
2020-08-20,PAPUA,67,4,65,-2,3520,2096,42,1382
2020-08-21,PAPUA,14,0,150,-136,3534,2246,42,1246
2020-08-22,PAPUA,33,0,36,-3,3567,2282,42,1243
2020-08-23,PAPUA,0,0,0,0,3567,2282,42,1243
2020-08-24,PAPUA,83,0,409,-326,3650,2691,42,917
2020-08-25,PAPUA,0,0,0,0,3650,2691,42,917
2020-08-26,PAPUA,36,0,340,-304,3686,3031,42,613
2020-08-27,PAPUA,23,0,12,11,3709,3043,42,624
2020-08-28,PAPUA,26,0,53,-27,3735,3096,42,597
2020-08-29,PAPUA,36,0,20,16,3771,3116,42,613
2020-08-30,PAPUA,25,1,5,19,3796,3121,43,632
2020-08-31,PAPUA,0,0,0,0,3796,3121,43,632
2020-09-01,PAPUA,66,1,25,40,3862,3146,44,672
2020-09-02,PAPUA,11,0,21,-10,3873,3167,44,662
2020-09-03,PAPUA,28,1,0,27,3901,3167,45,689
2020-09-04,PAPUA,72,1,18,53,3973,3185,46,742
2020-09-05,PAPUA,101,2,69,30,4074,3254,48,772
2020-09-06,PAPUA,0,0,0,0,4074,3254,48,772
2020-09-07,PAPUA,74,2,38,34,4148,3292,50,806
2020-09-08,PAPUA,14,0,24,-10,4162,3316,50,796
2020-09-09,PAPUA,0,0,0,0,4162,3316,50,796
2020-09-10,PAPUA,113,2,21,90,4275,3337,52,886
2020-09-11,PAPUA,54,2,26,26,4329,3363,54,912
2020-09-12,PAPUA,62,0,27,35,4391,3390,54,947
2020-09-13,PAPUA,84,3,18,63,4475,3408,57,1010
2020-09-14,PAPUA,96,0,0,96,4571,3408,57,1106
2020-09-15,PAPUA,65,2,20,43,4636,3428,59,1149
2020-09-16,PAPUA,126,2,11,113,4762,3439,61,1262
2020-09-17,PAPUA,73,3,16,54,4835,3455,64,1316
2020-09-18,PAPUA,58,5,67,-14,4893,3522,69,1302
2020-09-19,PAPUA,203,3,43,157,5096,3565,72,1459
2020-09-20,PAPUA,50,0,0,50,5146,3565,72,1509
2020-09-21,PAPUA,29,0,0,29,5175,3565,72,1538
2020-09-22,PAPUA,73,2,13,58,5248,3578,74,1596
2020-09-23,PAPUA,139,4,50,85,5387,3628,78,1681
2020-09-24,PAPUA,266,2,68,196,5653,3696,80,1877
2020-09-25,PAPUA,110,0,0,110,5763,3696,80,1987
2020-09-26,PAPUA,77,0,55,22,5840,3751,80,2009
2020-09-27,PAPUA,113,1,0,112,5953,3751,81,2121
2020-09-28,PAPUA,46,0,0,46,5999,3751,81,2167
2020-09-29,PAPUA,0,0,0,0,5999,3751,81,2167
2020-09-30,PAPUA,322,6,92,224,6321,3843,87,2391
2020-10-01,PAPUA,61,5,32,24,6382,3875,92,2415
2020-10-02,PAPUA,122,3,60,59,6504,3935,95,2474
2020-10-03,PAPUA,186,5,47,134,6690,3982,100,2608
2020-10-04,PAPUA,91,4,31,56,6781,4013,104,2664
2020-10-05,PAPUA,100,0,0,100,6881,4013,104,2764
2020-10-06,PAPUA,192,3,55,134,7073,4068,107,2898
2020-10-07,PAPUA,141,0,51,90,7214,4119,107,2988
2020-10-08,PAPUA,98,1,47,50,7312,4166,108,3038
2020-10-09,PAPUA,116,0,0,116,7428,4166,108,3154
2020-10-10,PAPUA,44,3,51,-10,7472,4217,111,3144
2020-10-11,PAPUA,150,0,0,150,7622,4217,111,3294
2020-10-12,PAPUA,0,0,0,0,7622,4217,111,3294
2020-10-13,PAPUA,142,1,114,27,7764,4331,112,3321
2020-10-14,PAPUA,224,1,46,177,7988,4377,113,3498
2020-10-15,PAPUA,111,1,58,52,8099,4435,114,3550
2020-10-16,PAPUA,0,0,0,0,8099,4435,114,3550
2020-10-17,PAPUA,69,4,18,47,8168,4453,118,3597
2020-10-18,PAPUA,71,0,0,71,8239,4453,118,3668
2020-10-19,PAPUA,0,1,0,-1,8239,4453,119,3667
2020-10-20,PAPUA,129,3,95,31,8368,4548,122,3698
2020-10-21,PAPUA,0,0,0,0,8368,4548,122,3698
2020-10-22,PAPUA,95,0,0,95,8463,4548,122,3793
2020-10-23,PAPUA,49,1,0,48,8512,4548,123,3841
2020-10-24,PAPUA,57,0,0,57,8569,4548,123,3898
2020-10-25,PAPUA,49,0,0,49,8618,4548,123,3947
2020-10-26,PAPUA,167,5,66,96,8785,4614,128,4043
2020-10-27,PAPUA,0,0,0,0,8785,4614,128,4043
2020-10-28,PAPUA,125,5,39,81,8910,4653,133,4124
2020-10-29,PAPUA,20,0,0,20,8930,4653,133,4144
2020-10-30,PAPUA,62,0,0,62,8992,4653,133,4206
2020-10-31,PAPUA,45,0,0,45,9037,4653,133,4251
2020-11-01,PAPUA,0,0,0,0,9037,4653,133,4251
2020-11-02,PAPUA,0,0,0,0,9037,4653,133,4251
2020-11-03,PAPUA,45,0,22,23,9082,4675,133,4274
2020-11-04,PAPUA,0,0,0,0,9082,4675,133,4274
2020-11-05,PAPUA,193,4,165,24,9275,4840,137,4298
2020-11-06,PAPUA,0,1,0,-1,9275,4840,138,4297
2020-11-07,PAPUA,0,0,0,0,9275,4840,138,4297
2020-11-08,PAPUA,33,3,50,-20,9308,4890,141,4277
2020-11-09,PAPUA,0,0,0,0,9308,4890,141,4277
2020-11-10,PAPUA,0,0,0,0,9308,4890,141,4277
2020-11-11,PAPUA,0,0,0,0,9308,4890,141,4277
2020-11-12,PAPUA,100,1,35,64,9408,4925,142,4341
2020-11-13,PAPUA,147,0,0,147,9555,4925,142,4488
2020-11-14,PAPUA,177,1,27,149,9732,4952,143,4637
2020-11-15,PAPUA,0,0,0,0,9732,4952,143,4637
2020-11-16,PAPUA,17,0,77,-60,9749,5029,143,4577
2020-11-17,PAPUA,6,0,0,6,9755,5029,143,4583
2020-11-18,PAPUA,4,0,0,4,9759,5029,143,4587
2020-11-19,PAPUA,0,0,0,0,9759,5029,143,4587
2020-11-20,PAPUA,0,0,0,0,9759,5029,143,4587
2020-11-21,PAPUA,0,0,0,0,9759,5029,143,4587
2020-11-22,PAPUA,0,0,0,0,9759,5029,143,4587
2020-11-23,PAPUA,0,0,0,0,9759,5029,143,4587
2020-11-24,PAPUA,100,0,0,100,9859,5029,143,4687
2020-11-25,PAPUA,39,0,0,39,9898,5029,143,4726
2020-11-26,PAPUA,36,0,0,36,9934,5029,143,4762
2020-11-27,PAPUA,39,0,0,39,9973,5029,143,4801
2020-11-28,PAPUA,28,0,100,-72,10001,5129,143,4729
2020-11-29,PAPUA,8,0,100,-92,10009,5229,143,4637
2020-11-30,PAPUA,5,1,100,-96,10014,5329,144,4541
2020-12-01,PAPUA,80,3,0,77,10094,5329,147,4618
2020-12-02,PAPUA,30,0,20,10,10124,5349,147,4628
2020-12-03,PAPUA,1748,1,102,1645,11872,5451,148,6273
2020-12-04,PAPUA,122,0,224,-102,11994,5675,148,6171
2020-12-05,PAPUA,52,0,0,52,12046,5675,148,6223
2020-12-06,PAPUA,19,0,0,19,12065,5675,148,6242
2020-12-07,PAPUA,48,0,25,23,12113,5700,148,6265
2020-12-08,PAPUA,123,0,0,123,12236,5700,148,6388
2020-12-09,PAPUA,59,0,3,56,12295,5703,148,6444
2020-12-10,PAPUA,37,1,46,-10,12332,5749,149,6434
2020-12-11,PAPUA,64,0,44,20,12396,5793,149,6454
2020-12-12,PAPUA,52,0,39,13,12448,5832,149,6467
2020-12-13,PAPUA,17,0,0,17,12465,5832,149,6484
2020-12-14,PAPUA,31,0,0,31,12496,5832,149,6515
2020-12-15,PAPUA,110,0,7,103,12606,5839,149,6618
2020-12-16,PAPUA,43,0,0,43,12649,5839,149,6661
2020-12-17,PAPUA,26,4,39,-17,12675,5878,153,6644
2020-12-18,PAPUA,28,0,8,20,12703,5886,153,6664
2020-12-19,PAPUA,32,0,0,32,12735,5886,153,6696
2020-12-20,PAPUA,17,0,1,16,12752,5887,153,6712
2020-12-21,PAPUA,32,0,100,-68,12784,5987,153,6644
2020-12-22,PAPUA,33,0,17,16,12817,6004,153,6660
2020-12-23,PAPUA,28,0,43,-15,12845,6047,153,6645
2020-12-24,PAPUA,41,0,0,41,12886,6047,153,6686
2020-12-25,PAPUA,22,0,300,-278,12908,6347,153,6408
2020-12-26,PAPUA,51,0,200,-149,12959,6547,153,6259
2020-12-27,PAPUA,92,0,200,-108,13051,6747,153,6151
2020-12-28,PAPUA,26,0,0,26,13077,6747,153,6177
2020-12-29,PAPUA,46,0,58,-12,13123,6805,153,6165
2020-12-30,PAPUA,31,0,150,-119,13154,6955,153,6046
2020-12-31,PAPUA,55,1,100,-46,13209,7055,154,6000
2021-01-01,PAPUA,11,1,123,-113,13220,7178,155,5887
2021-01-02,PAPUA,23,0,108,-85,13243,7286,155,5802
2021-01-03,PAPUA,27,1,211,-185,13270,7497,156,5617
2021-01-04,PAPUA,36,1,124,-89,13306,7621,157,5528
2021-01-05,PAPUA,67,0,102,-35,13373,7723,157,5493
2021-01-06,PAPUA,58,0,119,-61,13431,7842,157,5432
2021-01-07,PAPUA,47,1,105,-59,13478,7947,158,5373
2021-01-08,PAPUA,70,2,116,-48,13548,8063,160,5325
2021-01-09,PAPUA,75,1,13,61,13623,8076,161,5386
2021-01-10,PAPUA,32,1,8,23,13655,8084,162,5409
2021-01-11,PAPUA,63,0,13,50,13718,8097,162,5459
2021-01-12,PAPUA,42,0,12,30,13760,8109,162,5489
2021-01-13,PAPUA,61,2,12,47,13821,8121,164,5536
2021-01-14,PAPUA,50,1,8,41,13871,8129,165,5577
2021-01-15,PAPUA,99,0,9,90,13970,8138,165,5667
2021-01-16,PAPUA,98,0,8,90,14068,8146,165,5757
2021-01-17,PAPUA,32,0,0,32,14100,8146,165,5789
2021-01-18,PAPUA,31,1,8,22,14131,8154,166,5811
2021-01-19,PAPUA,109,0,9,100,14240,8163,166,5911
2021-01-20,PAPUA,60,0,6,54,14300,8169,166,5965
2021-01-21,PAPUA,90,0,18,72,14390,8187,166,6037
2021-01-22,PAPUA,185,0,16,169,14575,8203,166,6206
2021-01-23,PAPUA,69,3,101,-35,14644,8304,169,6171
2021-01-24,PAPUA,64,0,10,54,14708,8314,169,6225
2021-01-25,PAPUA,18,0,27,-9,14726,8341,169,6216
2021-01-26,PAPUA,136,0,21,115,14862,8362,169,6331
2021-01-27,PAPUA,70,1,19,50,14932,8381,170,6381
2021-01-28,PAPUA,0,2,114,-116,14932,8495,172,6265
2021-01-29,PAPUA,212,2,16,194,15144,8511,174,6459
2021-01-30,PAPUA,64,1,12,51,15208,8523,175,6510
2021-01-31,PAPUA,22,0,16,6,15230,8539,175,6516
